Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedHouseVal
-121.5125,37.1365,11,3703,25.0,1693,454,8.6499,5.0
-124.1388,35.9227,32,719,610.0,1280,510,7.1524,5.0
-123.8142,35.9717,48,2509,2.0,3,911,11.0816,5.0
-116.2729,37.8834,16,1204,257.0,1206,896,6.4134,10.584
-119.0411,32.9503,29,4340,948.0,1354,658,6.9393,5.0
-118.1816,36.5716,23,5470,921.0,3173,1020,12.3177,5.0
-121.7587,33.1865,52,3318,455.0,2363,390,5.1241,5.0
-117.2776,32.6501,37,1108,273.0,1497,632,12.2883,5.0
-122.9367,40.5883,27,2533,825.0,657,374,8.3595,5.0
-122.3753,33.0768,49,2704,539.0,1649,838,7.048,5.0
-123.7753,38.7417,7,2907,615.0,605,505,10.3625,5.0
-114.844,39.8314,46,3976,736.0,1552,754,11.7893,5.0
-121.0798,33.2784,32,3814,241.0,1665,952,7.8748,5.0
-121.4735,33.2467,16,6,784.0,1135,1,9.0205,5.0
-120.1352,32.7791,24,4310,2.0,1584,1071,12.4762,5.0
-122.05,40.8147,4,2074,979.0,1183,580,12.2849,5.0
-115.1999,37.0373,4,1999,96.0,1017,411,9.4111,5.0
-121.5664,33.9189,10,4371,370.0,2473,1,7.4169,5.0
-123.9406,41.7985,43,2350,358.0,1813,416,6.999,5.0
-115.9022,38.3394,51,1026,765.0,1199,1,7.863,5.0
-117.0594,40.8982,47,1080,770.0,881,519,12.0023,5.0
-122.5538,33.4324,34,2740,657.0,1534,451,11.6064,5.0
-120.6059,38.0407,51,3760,711.0,1803,980,10.6044,5.0
-122.793,39.6914,15,4473,689.0,2000,409,15.0,5.0
-115.313,36.7213,34,2467,531.0,2430,781,8.6874,5.0
-115.1798,37.2051,10,2110,2.0,1730,806,8.4632,5.0
-123.8583,32.9925,31,4619,2.0,638,1045,8.4509,5.0
-122.2022,34.5309,6,2123,2.0,2814,431,15.0,5.0
-120.2481,34.9371,11,4422,538.0,2213,699,4.8629,5.0
-118.1424,36.7001,40,2953,485.0,1985,93,10.5775,5.0
-116.0151,32.6442,51,2957,511.0,2335,202,11.139,5.0
-115.3293,33.3296,4,2390,617.0,382,424,9.8128,5.0
-114.979,38.0972,39,3028,483.0,1153,491,15.0,5.0
-118.5936,41.8609,45,2115,260.0,1057,174,14.1682,5.0
-116.9044,34.9432,35,1858,113.0,2233,387,12.4157,5.0
-115.3724,37.5147,19,2510,2.0,595,684,7.1532,5.0
-116.9114,37.2189,37,1892,906.0,1188,376,11.3502,5.0
-119.7124,39.8362,3,3038,816.0,2459,456,8.5175,5.0
-116.0403,37.5587,44,2775,155.0,1858,261,9.7756,5.0
-118.0561,37.356,47,2358,471.0,1144,865,10.2969,5.0
-121.5075,32.8935,18,2433,679.0,2709,971,8.2213,5.0
-124.1003,32.6421,21,2398,1016.0,492,552,11.8808,5.0
-116.6862,36.7159,6,4759,374.0,1723,467,15.0,5.0
-124.1955,33.6714,36,2662,601.0,1253,941,13.5798,5.0
-116.4269,35.5371,52,1960,888.0,1762,625,10.3645,5.0
-116.5204,33.918,14,2318,42.0,1219,320,5.1032,8.9135
-122.458,40.0321,2,3467,336.0,832,139,13.8185,5.0
-115.7536,35.2809,9,2432,538.0,1557,341,13.7803,5.0
-118.7732,38.6637,15,2492,339.0,500,1083,9.0651,5.0
-114.7767,38.126,42,2365,1167.0,1776,340,8.2564,5.0
-114.9742,39.1444,26,2870,803.0,1189,1268,12.0098,5.0
-124.1642,35.0859,1,3141,607.0,2046,498,7.4051,5.0
-122.0236,34.0309,3,3204,269.0,1100,441,12.5739,5.0
-116.1748,40.7672,9,710,803.0,945,851,6.7777,5.0
-119.0748,37.1838,17,1392,734.0,1685,433,7.1444,5.0
-122.9267,39.3062,8,6,399.0,2261,600,9.7299,5.0
-119.2329,36.7161,46,3633,422.0,3,221,5.9919,5.0
-120.8857,32.7511,26,4001,121.0,1491,167,9.6884,5.0
-120.5074,33.6658,33,4231,526.0,1841,302,11.5382,5.0
-123.2862,33.8996,52,2844,802.0,428,558,6.2812,5.0
-118.2696,32.802,31,4049,841.0,801,322,13.1399,5.0
-116.0301,39.3021,4,2627,718.0,1852,1,8.0545,5.0
-120.504,41.6217,1,2526,790.0,838,626,11.6082,5.0
-121.2071,36.3305,8,823,376.0,968,455,10.398,5.0
-115.2651,41.7208,23,1733,411.0,2593,424,8.3428,5.0
-118.0272,33.5637,14,1961,901.0,757,335,8.162,5.0
-114.5462,35.8137,7,3773,680.0,812,1,5.5317,5.0
-115.8836,38.2141,14,4660,316.0,3,923,7.713,5.0
-122.2617,38.634,21,2109,695.0,652,371,7.5274,5.0
-117.3259,32.7724,19,3118,791.0,558,640,15.0,5.0
-122.8216,40.999,21,3002,755.0,2591,871,13.5564,5.0
-122.7389,41.9502,1,1743,579.0,2247,800,6.1848,5.0
-117.9586,35.3044,23,607,397.0,535,553,12.625,5.0
-124.1007,35.3099,10,1768,665.0,2764,502,10.4394,5.0
-122.0729,38.4995,17,948,1043.0,1939,581,8.5655,5.0
-114.611,36.4745,52,2292,591.0,1283,741,11.2973,5.0
-121.4201,37.4492,41,2500,353.0,1965,654,12.5879,5.0
-117.1526,40.7061,44,2453,647.0,1670,380,8.0525,5.0
-117.2465,38.6088,25,2468,187.0,879,620,8.8718,5.0
-118.938,33.6213,27,3249,615.0,193,600,10.2531,10.4623
-115.9117,35.6343,48,1553,460.0,779,685,7.0289,5.0
-122.3537,40.7146,46,3734,827.0,1403,554,10.3186,5.0
-122.995,41.3645,18,665,578.0,1161,865,9.4584,9.9988
-116.3865,35.4211,26,2744,854.0,896,553,7.7714,5.0
-120.9193,33.2351,8,3135,1219.0,2079,737,7.3712,5.0
-122.3743,39.9303,4,1720,484.0,672,511,10.7392,5.0
-119.1744,34.5697,19,757,304.0,2021,346,12.9488,5.0
-117.4437,34.6434,20,3433,681.0,1073,247,10.8302,5.0
-119.0943,36.4126,46,1861,521.0,1481,457,7.3409,5.0
-116.2295,33.2881,44,3604,588.0,633,643,12.423,5.0
-120.8913,38.9389,19,3588,371.0,1400,838,10.2764,10.0968
-116.3068,40.6473,51,2661,709.0,866,476,11.802,5.0
-115.1216,35.6989,43,2666,567.0,201,361,14.2334,5.0
-118.5121,38.8935,32,3850,2.0,1392,364,7.2303,5.0
-117.5963,33.7627,37,3118,478.0,1370,844,9.2854,5.0
-118.6343,35.9116,23,1550,644.0,1978,528,7.9925,5.0
-121.3765,33.9751,14,2868,890.0,1601,366,7.3003,5.0
-121.8921,33.4919,5,3330,378.0,706,697,15.0,5.0
-117.112,35.1146,10,2910,313.0,982,147,13.2233,5.0
-122.9241,35.9962,25,2894,882.0,3,531,5.4513,5.0
-120.3069,32.7202,6,2491,369.0,632,488,11.18,5.0
-120.6372,38.5957,3,2525,577.0,2300,464,8.1053,5.0
-115.4015,38.6154,24,1548,684.0,2451,192,14.1612,5.0
-118.9824,35.2328,30,956,761.0,1931,762,9.9945,5.0
-121.7107,36.6224,37,4014,549.0,1614,948,9.1853,5.0
-119.9831,35.0859,18,1906,222.0,1810,147,10.19,5.0
-123.7906,33.4641,16,2933,841.0,1741,532,11.0275,5.0
-121.5893,41.5579,4,873,420.0,208,672,9.8222,5.0
-117.505,41.3527,50,2856,395.0,802,1102,9.0518,5.0
-121.9217,36.8696,37,1678,1130.0,2223,389,9.297,5.0
-121.3723,40.2878,1,6214,802.0,2219,247,11.498,5.0
-115.1794,37.3199,50,1450,238.0,1570,499,6.7236,5.0
-121.6607,41.5952,41,1513,406.0,1190,1037,9.7213,5.0
-118.5897,38.3204,19,3793,475.0,1139,518,9.3533,5.0
-114.3859,40.6643,9,4025,328.0,1029,570,8.298,5.0
-123.4986,37.8195,52,151,2.0,764,973,12.3781,5.0
-120.2681,37.8169,52,2971,779.0,74,1,6.3788,5.0
-116.3098,38.453,25,3716,772.0,1507,1,8.6326,5.0
-116.6591,40.4783,6,1205,,1092,742,7.3622,5.0
-118.124,33.6708,19,3483,429.0,1256,706,11.6275,5.0
-117.2188,39.2933,48,2037,607.0,2589,130,8.3485,5.0
-122.9433,39.2883,49,1475,731.0,1813,638,9.8858,5.0
-123.7873,41.9892,21,2248,243.0,919,511,11.0342,5.0
-123.1443,35.8494,16,2115,449.0,1805,558,5.7713,5.0
-115.3166,39.0372,15,1007,383.0,364,285,11.2798,9.4917
-122.5982,36.0154,44,5336,748.0,2131,379,7.6188,5.0
-117.4199,38.1363,3,2123,622.0,1586,266,8.9528,5.0
-123.6133,32.5747,32,1775,168.0,1270,514,9.3786,5.0
-115.4245,40.3004,12,3685,366.0,1799,438,12.6747,5.0
-116.6215,34.3047,26,2579,1059.0,2410,949,12.3861,5.0
-115.8751,37.1381,20,4256,263.0,1083,667,15.0,5.0
-114.5217,34.0436,32,2347,589.0,721,80,10.3102,5.0
-117.8444,41.474,49,3085,362.0,2866,611,8.327,5.0
-115.4698,39.3801,28,2777,907.0,1414,882,8.2564,5.0
-114.3307,40.6869,51,2864,527.0,2437,575,12.0493,5.0
-123.4726,39.6986,29,2417,418.0,936,790,15.0,5.0
-123.9277,41.0298,5,2541,204.0,1665,491,10.8787,5.0
-116.8945,38.7238,46,4663,474.0,960,688,8.0604,5.0
-118.4891,33.2922,30,1854,785.0,1842,251,10.6452,5.0
-121.9283,33.1731,51,2014,740.0,1212,710,10.5807,5.0
-117.5641,39.6238,2,2256,161.0,940,132,9.8364,5.0
-117.7406,35.239,45,3345,997.0,2477,844,7.634,5.0
-120.9519,39.2931,6,3143,473.0,1638,97,4.245,5.0
-123.8817,36.6334,4,3779,239.0,3,1,8.1661,5.0
-114.4401,40.6023,33,1069,582.0,1240,641,13.7301,5.0
-118.9229,35.7207,3,2974,364.0,768,454,10.4324,5.0
-123.4253,33.3665,28,2455,376.0,559,530,4.7284,5.0
-116.3405,40.4564,49,2324,361.0,999,614,9.7483,5.0
-115.5449,35.3609,47,2860,518.0,1072,493,5.3211,5.0
-120.6282,36.2685,39,321,399.0,1426,264,15.0,5.0
-116.3711,39.8723,47,2990,48.0,853,556,10.3576,5.0
-123.7163,34.8841,48,2837,695.0,112,593,6.5676,5.0
-117.3226,41.4225,9,965,393.0,1031,631,12.6323,5.0
-114.545,32.7724,2,2552,890.0,2012,1030,7.5364,5.0
-116.8376,39.7296,33,4509,699.0,455,304,11.6932,5.0
-121.6866,40.6056,39,2204,722.0,1831,518,9.8016,5.0
-120.4144,38.4168,42,3371,596.0,1720,649,6.6181,5.0
-117.6271,34.349,7,2397,919.0,1091,381,12.0954,5.0
-119.9864,33.4959,41,1700,449.0,1617,180,6.2821,5.0
-114.3612,39.8253,15,1570,256.0,882,349,15.0,5.0
-116.4895,39.4354,30,2193,643.0,1124,784,9.9269,9.1904
-120.0288,39.9153,52,4212,2.0,693,428,6.953,8.5305
-117.2981,41.7847,27,3636,436.0,1725,663,5.3812,5.0
-123.6947,38.2461,41,1826,605.0,2353,304,15.0,5.0
-121.033,41.5001,30,3853,423.0,930,619,15.0,5.0
-124.0053,41.8589,49,2513,907.0,2233,320,6.4533,5.0
-120.9572,38.0909,22,1844,746.0,3,275,15.0,5.0
-122.6146,39.845,3,3177,576.0,786,530,10.2789,5.0
-119.4893,34.0581,30,1582,427.0,698,514,9.0535,5.0
-121.0652,41.9876,11,799,860.0,2598,893,9.4598,5.0
-123.8022,37.2148,47,4204,346.0,990,67,8.9147,5.0
-122.7879,37.2658,50,494,422.0,1943,636,15.0,5.0
-120.2571,39.0126,19,3310,759.0,3,930,10.2221,5.0
-118.327,40.6314,44,854,715.0,1480,863,5.3294,5.0
-121.719,35.1317,23,2631,1132.0,1795,398,15.0,5.0
-120.3489,39.6472,49,2431,480.0,1375,318,12.9838,5.0
-114.8463,40.4058,23,2144,2.0,3,368,6.8182,5.0
-120.264,36.2632,40,70,733.0,1524,580,8.6623,5.0
-119.5275,36.674,46,2537,906.0,1965,550,7.2416,5.0
-119.3781,40.8808,20,2623,495.0,2320,593,9.8819,5.0
-115.0517,35.6768,13,1601,993.0,1678,660,11.071,5.0
-122.7116,40.1564,26,2586,1057.0,224,215,10.5203,5.0
-119.683,40.9562,23,3846,350.0,1255,199,8.0037,8.9414
-116.2175,35.9584,19,1815,403.0,2030,173,7.4925,5.0
-119.0372,35.5014,40,2972,180.0,830,142,12.8368,5.0
-121.0255,34.279,25,1303,699.0,1794,474,9.4178,9.6908
-120.594,34.4157,21,3121,750.0,1067,583,15.0,5.0
-122.4217,40.6827,29,3426,717.0,1465,1175,7.4756,5.0
-117.6311,35.1532,45,5610,185.0,1929,642,12.5935,9.4162
-115.8734,35.0623,10,3742,321.0,906,505,9.8893,5.0
-117.0484,38.6849,28,3182,128.0,3398,878,7.5916,5.0
-123.898,35.1925,4,4339,76.0,1506,304,15.0,5.0
-116.4662,35.1845,6,1491,152.0,1640,591,10.1336,5.0
-116.853,41.3463,49,3939,84.0,883,760,7.2668,5.0
-120.5774,41.9032,20,2024,489.0,1444,710,8.7687,5.0
-121.5281,39.7502,12,1936,664.0,1213,608,13.5725,5.0
-114.6924,39.9565,8,3968,722.0,382,407,6.5212,5.0
-122.9977,36.0492,35,2948,535.0,331,169,15.0,5.0
-116.4193,35.8208,23,4241,347.0,1601,459,12.1756,5.0
-121.6736,40.2747,23,955,538.0,1339,341,8.8856,5.0
-118.9115,37.4996,19,2994,706.0,3,684,15.0,5.0
-117.3052,34.492,43,2049,,3,464,15.0,5.0
-115.1566,35.5932,18,2352,556.0,1184,650,11.8381,5.0
-116.5923,39.4112,4,416,452.0,1352,71,10.291,5.0
-123.5882,36.1803,44,3782,389.0,1825,759,15.0,5.0
-115.6482,40.1939,18,2922,551.0,534,273,15.0,5.0
-114.5813,34.6173,47,1508,218.0,1814,83,7.1856,5.0
-124.0287,32.518,43,1082,844.0,1185,133,9.0955,5.0
-121.4083,33.8601,40,1646,90.0,1045,333,9.0702,5.0
-115.4821,33.5173,17,4327,674.0,1301,800,8.5076,5.0
-119.0323,34.2898,40,2557,147.0,2090,690,5.9601,5.0
-124.31,41.7873,46,2282,976.0,1790,187,13.0785,5.0
-116.6411,38.6963,47,3259,791.0,2022,523,10.0032,5.0
-114.4326,36.6198,46,2691,,919,472,10.0527,5.0
-122.8957,33.8541,48,2952,411.0,1201,82,15.0,5.0
-115.6446,40.194,17,3556,215.0,586,236,8.0865,5.0
-118.1342,38.569,10,3070,523.0,1013,1,9.5525,5.0
-118.2397,34.9935,11,3717,659.0,1123,268,10.6472,5.0
-123.929,37.0536,47,1272,,1074,1,8.4454,5.0
-114.5764,40.553,8,2755,146.0,1899,288,9.3843,5.0
-114.3187,41.6323,9,2263,898.0,1698,250,12.5152,5.0
-123.0924,41.5353,47,2808,372.0,1931,288,9.7049,5.0
-116.1433,38.0618,15,2636,620.0,1490,281,15.0,5.0
-120.8641,37.5339,36,1934,793.0,2151,808,7.6062,5.0
-124.1046,36.4848,42,2273,697.0,1480,407,10.3991,5.0
-119.1326,32.575,5,3802,662.0,2076,564,6.0911,5.0
-115.8884,35.3026,8,2035,483.0,1752,701,9.3618,5.0
-118.52,40.3435,40,1220,,1915,740,7.727,5.0
-123.8268,35.9211,51,3387,584.0,1353,681,15.0,5.0
-115.68,38.7424,4,3833,885.0,533,352,12.4302,5.0
-120.0612,41.8214,49,2371,117.0,389,208,11.5052,5.0
-118.749,40.0329,52,2839,398.0,2770,293,15.0,5.0
-120.2918,35.5114,1,1703,181.0,1671,374,15.0,5.0
-114.6464,34.7522,49,2452,262.0,1710,501,12.3266,5.0
-118.9414,41.2921,34,3994,310.0,1283,477,7.7559,5.0
-116.1445,34.5076,37,3636,856.0,1079,792,6.0476,5.0
-114.8266,39.2837,49,2867,1158.0,3410,473,9.6377,5.0
-118.4019,38.5626,17,2369,930.0,616,977,8.6574,5.0
-115.8181,37.8506,29,776,199.0,1356,774,7.8653,5.0
-122.2748,35.456,15,3065,562.0,1364,372,8.8447,5.0
-122.457,41.7549,28,3233,213.0,608,729,5.6443,5.0
-116.9224,39.8171,26,3935,668.0,510,1,15.0,5.0
-117.5649,36.4145,31,5066,906.0,908,867,6.6838,5.0
-114.7644,34.0673,35,3139,709.0,1159,610,7.7993,5.0
-120.7763,36.3784,29,3822,791.0,1060,606,11.7436,5.0
-122.5778,32.926,8,1384,498.0,1969,52,5.6902,5.0
-120.1767,34.2648,31,4114,2.0,575,1171,13.1869,5.0
-115.3971,34.7591,26,3718,2.0,1683,432,13.261,5.0
-118.8751,33.9847,36,4300,512.0,2428,462,8.7789,5.0
-121.2316,37.5942,24,3492,705.0,2025,799,6.8196,5.0
-119.3466,33.8777,50,3231,906.0,603,448,8.3238,5.0
-117.0131,33.3565,1,4436,440.0,3,274,5.2837,5.0
-123.3372,33.1604,5,1921,561.0,1992,675,15.0,5.0
-117.3145,40.9021,48,3457,614.0,1748,230,9.9083,5.0
-119.9923,33.2543,13,3973,846.0,990,698,7.6315,5.0
-115.5405,41.6154,33,1781,520.0,2296,537,7.2114,5.0
-116.2795,41.3292,1,1351,225.0,1117,800,11.7636,5.0
-116.6447,37.3523,45,3212,851.0,1476,178,15.0,5.0
-123.9161,40.9147,4,2850,658.0,673,831,6.3883,5.0
-118.9963,32.7162,13,3419,650.0,1623,578,8.0484,5.0
-123.8526,39.662,11,3461,174.0,1099,1025,5.4413,5.0
-120.8204,37.5406,49,1809,538.0,1048,327,12.1698,5.0
-122.6672,38.312,47,3104,45.0,2156,994,10.2496,5.0
-119.4449,41.9991,2,4029,2.0,1550,687,15.0,5.0
-122.2329,34.0237,17,2293,472.0,353,710,9.346,5.0
-121.2065,35.4319,38,2376,415.0,1884,307,8.4257,5.0
-116.8082,39.0257,32,1390,703.0,1986,648,7.6964,5.0
-116.5808,34.2125,47,3667,955.0,817,678,12.9082,5.0
-116.7775,41.244,17,4996,530.0,1125,279,5.6763,5.0
-117.0113,34.0454,41,1110,1054.0,1438,192,12.478,5.0
-120.812,36.2348,52,3605,371.0,1225,294,10.5614,5.0
-124.0078,39.6114,18,3770,759.0,1487,889,8.2322,5.0
-123.7826,40.7427,11,2058,175.0,1855,542,7.2171,5.0
-118.5454,39.9874,32,2279,576.0,1056,749,13.8033,5.0
-114.6538,40.2787,21,1492,449.0,2857,577,15.0,5.0
-119.2326,36.3696,52,1799,480.0,902,531,8.3956,5.0
-119.7048,36.0735,20,2910,709.0,1023,559,11.5995,5.0
-115.7041,37.6895,2,3479,2.0,2778,391,15.0,5.0
-120.63,34.1596,12,2853,573.0,3069,825,7.9236,5.0
-122.1383,37.5942,8,3718,306.0,1426,546,8.9524,5.0
-114.7974,37.7592,4,2957,574.0,1269,560,6.4932,5.0
-124.3791,35.5407,8,1351,653.0,649,132,9.2668,5.0
-119.0169,33.8796,21,4417,433.0,2200,582,9.4727,5.0
-122.6199,33.3553,27,4105,433.0,1521,320,8.4706,5.0
-121.893,35.9013,11,1889,209.0,808,367,7.6147,5.0
-114.9045,37.6353,30,4793,698.0,1684,776,5.7534,5.0
-117.6047,41.8519,2,3270,347.0,2359,210,6.2263,5.0
-118.8568,34.3649,38,2876,,1880,447,7.0353,5.0
-123.3212,32.6913,47,4965,130.0,2946,667,12.0431,5.0
-115.0456,35.3476,49,6,933.0,2212,806,8.2178,5.0
-119.998,36.9556,18,845,246.0,1708,362,7.3331,5.0
-123.3843,38.0012,43,3555,872.0,1377,585,12.105,5.0
-118.8708,35.709,1,2437,411.0,1785,576,11.7346,5.0
-123.5512,41.1814,22,1618,697.0,2252,200,7.5731,5.0
-115.7924,34.5422,33,4489,499.0,2001,1,7.9018,5.0
-120.2978,34.9993,27,3296,735.0,2138,1,12.1243,5.0
-121.4609,34.9454,25,1234,541.0,1556,659,10.9891,8.9548
-121.8477,41.6919,3,1955,905.0,1937,527,7.3695,5.0
-122.298,37.0427,36,3717,,2251,144,10.5436,5.0
-122.45,35.8432,47,4817,736.0,1284,330,9.6377,5.0
-118.3133,32.9812,19,385,1020.0,493,394,14.1023,5.0
-122.6972,36.1655,23,3022,340.0,2608,405,7.2902,5.0
-118.8833,40.1394,8,2283,914.0,1808,492,13.06,5.0
-115.5507,40.4689,30,687,560.0,1092,1086,11.2396,5.0
-116.9434,41.5371,34,2536,115.0,1564,292,6.9541,5.0
-118.9468,34.3888,49,856,677.0,1227,538,13.8299,5.0
-120.0619,32.8686,21,2104,481.0,206,295,13.1782,5.0
-120.9049,34.1911,41,4626,1025.0,1271,333,6.2695,5.0
-121.8532,33.1602,46,3334,399.0,403,266,15.0,5.0
-120.1766,40.7121,36,3648,554.0,1542,439,6.6393,5.0
-114.4264,35.2281,17,3435,607.0,1324,353,7.1623,5.0
-118.8462,40.4431,24,3149,2.0,2194,593,8.7391,5.0
-121.4549,35.2482,12,3873,686.0,1316,556,12.5867,5.0
-121.6563,33.4856,48,1372,254.0,1662,263,11.8236,5.0
-119.9074,35.0793,10,2315,944.0,1191,1009,9.4294,5.0
-119.8338,38.3159,33,3735,1018.0,1134,189,15.0,5.0
-120.8967,41.7372,14,1885,538.0,422,594,11.1429,5.0
-118.8488,38.5503,3,2226,85.0,2093,1076,15.0,5.0
-116.9151,40.1313,13,4152,592.0,1520,310,15.0,5.0
-117.3212,37.3697,23,4535,591.0,992,852,10.3833,5.0
-117.0606,41.2733,28,2031,747.0,1546,877,4.1098,5.0
-119.1127,40.6507,10,1786,455.0,1110,590,8.3637,5.0
-116.0075,41.8894,20,3425,198.0,893,9,6.7864,5.0
-123.562,40.5195,20,3059,499.0,1575,877,10.0377,5.0
-118.5475,39.1309,51,1955,274.0,2251,524,10.0565,5.0
-115.9917,40.4019,34,3442,1049.0,1211,354,6.4487,5.0
-116.9885,40.992,11,3392,337.0,403,839,6.6084,5.0
-114.7334,38.9375,5,2839,353.0,970,307,8.9071,5.0
-122.9713,33.2479,49,6186,527.0,2658,783,9.1105,5.0
-117.7416,36.6611,8,4337,184.0,832,354,4.0551,5.0
-116.441,41.6931,18,3700,412.0,2232,642,13.5009,5.0
-120.3448,39.0736,8,3945,501.0,1233,214,9.8345,5.0
-121.8641,36.2918,26,6215,400.0,1918,395,9.6998,5.0
-119.9199,40.9275,30,4033,468.0,1326,257,10.7557,5.0
-116.0768,35.9145,50,1905,896.0,296,311,6.8924,5.0
-122.1318,36.228,22,3124,664.0,1112,549,9.5671,5.0
-116.4659,37.6003,41,2834,156.0,2878,454,13.8132,5.0
-116.8572,38.9285,25,2083,417.0,1308,550,13.9982,5.0
-118.8507,37.9218,50,3053,754.0,1795,840,11.3752,5.0
-119.182,35.6669,13,3043,353.0,1165,469,8.8564,8.1427
-114.8556,37.8441,29,2683,563.0,1308,6,7.3727,5.0
-123.0644,35.8469,5,2179,532.0,1626,423,15.0,5.0
-123.7492,38.8635,17,3720,692.0,1732,521,11.6222,5.0
-119.1389,37.7981,30,879,489.0,2954,770,8.4335,5.0
-123.5485,33.5211,36,3716,499.0,1389,774,4.6638,5.0
-121.8132,38.4916,3,2761,293.0,1274,752,7.2463,5.0
-123.0637,41.429,36,3072,643.0,937,439,5.0578,5.0
-114.8424,38.4164,52,6,274.0,482,671,14.8582,5.0
-119.286,33.1989,3,4721,1037.0,274,117,10.3752,5.0
-121.7849,37.748,8,721,534.0,1865,843,7.5554,5.0
-121.1089,34.0508,6,1736,476.0,98,616,8.8578,5.0
-122.5342,36.4684,47,3505,766.0,2385,635,15.0,5.0
-120.6756,34.068,50,2039,516.0,2002,399,14.7255,5.0
-122.5636,41.2192,17,2273,565.0,1195,515,6.1559,5.0
-115.9105,39.8478,38,130,525.0,593,322,9.3077,5.0
-118.7474,37.9234,39,2239,332.0,1421,650,6.395,5.0
-123.3188,35.3269,43,3000,275.0,1417,147,5.4029,5.0
-115.807,33.4811,20,3548,339.0,2190,758,10.3287,8.1154
-119.8426,39.2449,10,2415,865.0,882,644,15.0,5.0
-124.0667,34.7954,15,3009,360.0,1137,1038,15.0,5.0
-116.7465,41.1328,51,3266,424.0,1365,490,9.8789,5.0
-117.7193,40.8389,45,1961,411.0,1208,475,8.5564,5.0
-119.3302,34.0423,16,1871,740.0,965,551,10.4274,5.0
-120.2083,41.971,7,5055,1108.0,202,510,13.872,5.0
-117.0305,41.7038,8,1753,275.0,254,471,5.8977,5.0
-114.5551,33.2497,48,4200,697.0,929,207,5.1262,5.0
-119.3454,37.3526,19,2836,574.0,1245,206,15.0,5.0
-115.3452,35.2671,49,4483,453.0,2101,349,10.7148,5.0
-118.8628,38.4768,19,2003,685.0,3019,423,15.0,5.0
-121.9795,40.4838,39,3361,,2602,185,10.5605,5.0
-117.187,35.0148,4,3142,779.0,1679,192,15.0,5.0
-116.4565,33.1689,14,2487,603.0,2717,424,7.8868,5.0
-123.1289,35.982,45,3118,254.0,1321,697,11.5505,5.0
-122.2297,34.386,19,1851,997.0,1034,449,15.0,5.0
-123.2247,39.2392,46,2659,784.0,3022,680,13.8344,10.1827
-124.0239,35.3033,5,2284,873.0,656,758,8.3054,5.0
-120.9973,38.1874,11,3649,123.0,1112,704,13.2486,5.0
-119.4294,33.549,34,2647,462.0,1218,388,7.7382,5.0
-118.5455,35.0612,29,1117,390.0,2424,392,5.9501,5.0
-119.3955,39.7936,37,2317,720.0,987,5,11.6597,5.0
-116.0496,40.3974,46,2639,928.0,1949,318,15.0,5.0
-122.6161,37.7462,7,1692,2.0,1118,624,13.0526,5.0
-114.7432,37.9754,20,4319,546.0,547,211,6.3004,5.0
-116.7515,33.0345,10,3230,504.0,1568,859,13.1443,5.0
-123.8845,38.1193,27,3745,826.0,1520,881,12.31,5.0
-123.8223,38.0537,15,1855,528.0,594,402,8.3006,5.0
-123.2984,34.5962,13,2285,176.0,797,745,4.1161,5.0
-118.1979,39.3833,16,3940,484.0,848,124,13.8327,5.0
-118.6995,33.6954,25,1069,243.0,2077,222,13.2303,5.0
-121.8164,37.5569,43,3187,317.0,1726,401,11.5622,5.0
-117.5855,33.3796,17,2860,,1570,502,5.3412,9.7066
-120.971,40.5398,44,2166,402.0,1746,451,5.8066,5.0
-116.4391,36.3237,43,2861,620.0,1070,271,13.8253,5.0
-117.0086,41.6489,39,1488,105.0,1738,1022,12.8582,5.0
-122.0344,36.7729,9,3019,1205.0,980,577,11.5536,5.0
-123.6946,39.8609,13,1322,901.0,471,576,8.9334,5.0
-118.2036,37.2758,2,1252,745.0,912,681,11.1589,5.0
-123.5447,32.9691,29,4401,170.0,1551,547,8.0631,5.0
-118.6562,35.5214,47,1928,2.0,1467,439,8.7315,5.0
-117.6474,38.0783,49,265,293.0,2144,352,7.2006,5.0
-122.8902,40.0342,9,3902,473.0,222,65,10.6451,5.0
-116.6282,33.1077,26,1845,1179.0,1250,897,8.4154,5.0
-120.3453,37.3333,29,6,914.0,1680,255,13.5516,5.0
-118.0404,39.8535,52,2687,390.0,731,58,12.5024,5.0
-119.1746,34.564,37,3847,886.0,1579,286,7.3365,5.0
-117.1926,35.7823,14,3169,890.0,1118,75,15.0,5.0
-119.4214,35.2291,17,4781,544.0,614,1029,6.5849,5.0
-119.1288,39.5377,37,2607,888.0,2189,597,11.3839,5.0
-119.6484,35.2267,49,3460,634.0,432,874,14.1929,5.0
-122.8032,41.1273,32,1567,352.0,2105,886,15.0,5.0
-118.0342,40.399,18,2948,204.0,1115,651,4.5111,5.0
-124.158,37.7113,11,4560,505.0,747,652,13.7956,5.0
-120.1831,41.7887,11,3349,826.0,786,308,14.8901,5.0
-116.5417,35.5284,9,2947,152.0,889,478,15.0,5.0
-115.7536,32.6189,4,424,79.0,812,340,4.4797,5.0
-115.8728,38.9666,50,2311,697.0,1593,511,7.6862,5.0
-116.9092,40.225,47,1235,2.0,98,314,9.4027,5.0
-114.6123,41.4437,20,3672,1062.0,2273,836,8.3299,5.0
